產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-108年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-108年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
生技醫療業,1734,杏輝,383471,701,547,514,490,474,-0.17,717,2.03,,,,
化學工業,1735,日勝化,105507,148,713,728,654,686,0.74,813,1.62,,,,
運動休閒,1736,喬山,684120,1051,651,693,547,569,2.24,809,4.45,,,,
食品工業,1737,臺鹽,427916,460,930,907,840,810,1.83,813,3.09,,,,
生技醫療業,1752,南光,311682,607,513,515,455,459,1.82,717,2.03,,,,"1.今年申報非經理人全時員工平均薪資已達51萬。
2. 109 EPS比108 衰退，係受疫情影響，但非經理人全時員工薪資仍維持108年度水準發給。"
生技醫療業,1760,寶齡富錦,230940,308,750,760,598,595,0.36,717,2.03,,,,
生技醫療業,1762,中化生,268668,279,963,774,859,696,6.86,717,2.03,,,,
化學工業,1773,勝一,336560,330,"1,020",961,873,847,6.52,813,1.62,,,,
化學工業,1776,展宇,72406,113,641,652,592,612,0.65,813,1.62,,,,
生技醫療業,1783,和康生,84259,134,629,623,591,620,0.91,717,2.03,,,,
生技醫療業,1786,科妍,60327,85,710,672,642,572,2.1,717,2.03,,,,
生技醫療業,1789,神隆,533866,632,845,818,762,724,0.36,717,2.03,,,,
生技醫療業,1795,美時,435286,437,996,912,668,619,4.22,717,2.03,,,,
玻璃陶瓷,1802,台玻,2592660,4430,585,577,556,547,0.85,587,0.59,,V,,"1.台灣外勞占比約20%，使員工薪資平均數降低。
2.本公司本年度獲利主要為認列大陸子公司投資收益，與台灣廠員工關聯性較低。
3.本公司年度獲利分配後倘有盈餘，於隔年與員工共享。"
建材營造,1805,寶徠,9527,12,794,744,657,601,-0.62,842,1.82,,,,
玻璃陶瓷,1806,冠軍,396817,678,585,576,534,521,-0.93,587,0.59,,,,
建材營造,1808,潤隆,62781,82,766,800,709,653,0.32,842,1.82,,,,
玻璃陶瓷,1809,中釉,129568,200,648,614,409,409,-0.36,587,0.59,,,,
玻璃陶瓷,1810,和成,610824,1080,566,550,494,480,0.24,587,0.59,,,,公司堅持在台生產，生產主力仍在台灣，故基層人員及外籍移工人書約占55%，相對於其他不在台生產廠商或磁磚業少用人力，公司相對有較高比例基層作業員及移工，故平均薪資跟著被拉低。
玻璃陶瓷,1817,凱撒衛,87541,116,755,731,627,692,3.04,587,0.59,,,,每年度依照員工績效表現進行年度晉升與薪資調整；每月依照業績成長百分比發放業績達標獎金；年終獎金依公司經營績效以及員工個人績效發給，每年至少發放一個月。公司章程第二十條明訂每年員工酬勞發放數額。
造紙工業,1903,士紙,37744,67,563,580,525,525,-0.52,808,1.94,,,V,"本公司EPS較前一年度增加，主要係營業外支出淨額減少，非營業收益增加；
另非擔任主管職務之全時員工（年度）薪資平均數較前一年度減少，主要係申請育嬰留職停薪者較前一年度增加7位所致。"
造紙工業,1904,正隆,3407488,3568,955,876,904,826,3.36,808,1.94,,,,
造紙工業,1905,華紙,1310564,1890,693,671,639,611,-0.18,808,1.94,,,,
造紙工業,1906,寶隆,6202,8,775,702,808,688,0.62,808,1.94,,,,
造紙工業,1907,永豐餘,3108807,4052,767,704,678,625,3.14,808,1.94,,V,,本公司轉型投控已非單純紙製造業，EPS來自投資收益；109年之漿紙事業仍屬虧損，惟公司秉持照顧員工之理念仍連年調薪，109年員工薪資平均數較108年增加8.9%。後續仍將依據營運狀況及業界用人水準，合理提升薪酬福利。
造紙工業,1909,榮成,728659,1054,691,693,650,654,0.77,808,1.94,,,V,"本公司109年EPS成長，主要貢獻來自於大陸虧損減少改善。
台灣非擔任主管職務之全時員工薪酬平均數較前一年度減少，主係109上半年受疫情影響績效獎金發放數較少所致，應屬合理。"
鋼鐵工業,2002,中鋼,12100106,10127,"1,195","1,444","1,184","1,437",0.05,915,0.49,,,,
鋼鐵工業,2006,東和鋼鐵,1639759,1659,988,901,938,852,3.52,915,0.49,,,,
鋼鐵工業,2007,燁興,233280,416,561,564,528,530,-0.89,915,0.49,,,V,"(1) 因薪資水準較高的資深員工退休人數增加，致使公司平均薪資相對減少。
(2) 109年度因員工加班時數下降，加班費減少，影響平均薪資。"
鋼鐵工業,2008,高興昌,104173,211,494,505,467,479,-0.16,915,0.49,V,,V,"1)、資深員工退休增多與遞補新進員工薪資，兩者落差偏高。
2)、生產訂單減少，員工加班時數減少。"
鋼鐵工業,2009,第一銅,130695,255,513,504,494,482,0.22,915,0.49,,,,
鋼鐵工業,2010,春源,952171,1410,675,645,601,573,0.79,915,0.49,,V,,"1.本公司109年EPS0.79元較108年0.37元增加0.42元，非擔任主管職務之全時員工薪資平均數675(仟元/人)較108年645(仟元/人)增加30(仟元/人)，薪酬與公司績效成正比。
2.因人力需求，聘僱外籍人士109年比108年多20%。"
鋼鐵工業,2012,春雨,347276,620,560,566,504,499,0.75,915,0.49,,V,,春雨公司本年度獲利主要係由認列轉投資公司損益及其他收入所致，若以排除前述營業外損益後之獲利比較，本公司非經理人之全時員工薪資平均數並無低於同業水準。
鋼鐵工業,2013,中鋼構,765503,434,"1,764","1,066","1,545",957,3.26,915,0.49,,,,
鋼鐵工業,2014,中鴻,1025156,1203,852,762,829,721,0.37,915,0.49,,,,
鋼鐵工業,2015,豐興,843523,850,992,933,902,854,4.5,915,0.49,,,,
鋼鐵工業,2017,官田鋼,177319,342,518,450,427,410,0.04,915,0.49,,,,
鋼鐵工業,2020,美亞,222328,320,695,674,633,604,1.76,915,0.49,,V,,"EPS:
本公司108年較109年-10.20%，同業-12.5%；非擔任主管平均薪資:
本公司108年較109年+3.12%，同業-7.11%,我公司在109年EPS YoY下降，非主管職薪資YoY上升(同業為下降趨勢)以上資訊，我公司薪酬變化並無異常現象"
鋼鐵工業,2022,聚亨,64226,119,540,496,471,436,-0.39,915,0.49,,,,
鋼鐵工業,2023,燁輝,918055,1316,698,765,673,736,0.39,915,0.49,,,V,本公司108年非主管全時員工薪資中之年終&#22892;金是依107年公司營運績效狀況核發，109年年終&#22892;金核發是依108年公司營運績效狀況核發，因而造成上述統計情形。
鋼鐵工業,2024,志聯,89820,174,516,514,466,462,0.28,915,0.49,,,,
鋼鐵工業,2025,千興,39594,81,489,503,463,496,-0.75,915,0.49,V,,,"1.公司尚有累積虧損，109年無調薪
2.資深員工退休，平均薪資下降
3.疫情影響，公司訂單嚴重萎縮，獎勵性質薪資減少，導致平均薪資下降"
鋼鐵工業,2027,大成鋼,553975,947,585,554,504,514,-0.44,915,0.49,,,,
鋼鐵工業,2028,威致,241345,326,740,642,700,596,1.85,915,0.49,,V,,為了公司穩健長久經營，雖然獲利狀況良好，但考慮公司仍存在未彌補虧損數需靠未來獲利改善，故員工薪資未與營業績效做連結。
鋼鐵工業,2029,盛餘,530772,516,"1,029",908,961,889,0.77,915,0.49,,,,
鋼鐵工業,2030,彰源,368244,615,599,580,532,509,0.38,915,0.49,,,,
鋼鐵工業,2031,新光鋼,156755,219,716,617,615,550,2.69,915,0.49,,V,,本公司非經理人之全時員工之酬金金額，乃依其職務職位、營運參與程度及貢獻價值、該年度公司經營績效及考量公司未來風險，由單位主管評量提案，提交至總經理審議核定並送交審計委員會報告。
鋼鐵工業,2032,新鋼,95808,176,544,510,513,480,0.58,915,0.49,,V,,"1.本公司109年非擔任主管職務之全時員工薪資平均數544仟元/人，較108年510仟元/人，增加6.7%，屬於正向成長。移工佔平均人數約
1成，也影響薪資平均數。
2.鋼鐵業前景不確定性大，本公司以相對穩健的方式來經營。"
鋼鐵工業,2033,佳大,62279,129,483,488,463,470,0.25,915,0.49,V,,,本公司薪資一向優於政府法規，但礙於獲利(產品別與同業不盡相同)，薪資水準無法與一般同業相比，日後公司將秉持照顧員工初衷，持續加強公司競爭力，增進公司獲利率，將利潤分享員工，給員工更好薪資及福利。
鋼鐵工業,2034,允強,527754,839,629,644,575,576,1.04,915,0.49,,V,,"1.本公司之直接人工人數占全體員工人數達75%，其中外籍員工占直接人工31%，人員結構影響整體員工平均薪資。
2.因受疫情影響，109年度之產量降低，影響加班時數下降，致使員工加班費減少，連帶影響平均薪資。"
鋼鐵工業,2038,海光,215986,386,560,497,546,478,0.87,915,0.49,,V,,"1.因行業特性工作較為辛苦，新進人員多半未接觸過煉鋼廠、軋鋼廠作業程序，人員流動率高，導致無法提高平均薪資。
2.工廠聘用外勞比例增加來從事現場工作，致平均薪資水準壓低。"
電機機械,2049,上銀,3314391,4395,754,665,719,630,6.05,713,1.57,,,,
電子零組件業,2059,川湖,292559,483,606,624,509,500,12.22,851,5.15,,V,,"本公司生產製造皆在台灣，員工佔多數為產線基本作業人力。
然而本公司於年度終了依照經營績效與獲利狀況扣除應有稅捐及法定提撥後倘有盈餘，即秉持著與全體員工共享之理念與全員共享。"
居家生活,2062,橋椿,408799,808,506,500,432,415,-0.48,664,5.27,,,,
鋼鐵工業,2069,運錩,63797,130,491,465,432,411,0.26,915,0.49,V,,,"1、外籍勞工佔比約20%，拉低平均薪資。
2、109年公司因COVID-19疫情影響致訂單減少、營收減少，故獎金金額減少。"
橡膠工業,2101,南港,967013,1280,755,763,647,656,1.05,691,1.85,,,,
橡膠工業,2102,泰豐,682989,1101,620,561,584,522,0.24,691,1.85,,,,
橡膠工業,2103,台橡,671384,667,"1,007",989,907,899,-0.03,691,1.85,,,,
橡膠工業,2104,國際中橡,555139,934,594,604,492,479,0.75,691,1.85,,,,
橡膠工業,2105,正新,3884754,5861,663,645,624,612,1.85,691,1.85,,,,
橡膠工業,2106,建大,1127387,1812,622,536,576,500,1.07,691,1.85,,,,
橡膠工業,2107,厚生,103817,182,570,571,522,530,2.62,691,1.85,,V,V,本公司109年EPS雖較前一年EPS成長，但主要貢獻多來自於營建房屋銷售部份。另，本公司製造部109年業績較前一年衰退，人員加班之薪資支出減少所致。
橡膠工業,2108,南帝,430660,296,"1,455","1,338","1,367","1,270",7.21,691,1.85,,,,
橡膠工業,2109,華豐,366517,689,532,559,475,492,1.33,691,1.85,,,V,"1.因疫情因素產量下滑，致部分按件計酬員工產出減少。
2.因疫情因素產量下滑，致生產製造相關部門整體加班時數減少。"
橡膠工業,2114,鑫永銓,50296,108,466,503,446,470,7.39,691,1.85,V,V,V,"1.109年因新冠疫情影響第二~三季訂單減少，本業營收較去年下降，致員工出勤工時及加班費亦相對減少。
2.EPS較去年增加，係受惠於業外投資利益增加。
3.本公司110年度預計會調薪2%~4%，將可提升平均薪資。"
汽車工業,2201,裕隆,988201,1044,947,977,905,941,2.8,737,5.25,,,V,"本公司訂有獲利時會提撥一定比例與員工共享的獎酬制度，獎金額度乃依據營業利益進行提撥。
因109年度營業利益略低於108年度，以及109年部分資深主管及員工退休，致整體平均薪資下降。"
汽車工業,2204,中華,2080769,1950,"1,067","1,043",984,968,6.01,737,5.25,,,,
汽車工業,2206,三陽工業,2083326,2224,937,761,919,752,2.41,737,5.25,,,,
汽車工業,2207,和泰車,1235735,529,"2,336","2,110","1,871","1,743",25.36,737,5.25,,,,
航運業,2208,台船,2788030,2840,982,998,"1,083","1,105",-3.38,1095,1.63,,,V,108年度EPS-3.91、109年度EPS-3.38，108年度薪資平均數998仟元、109年度薪資平均數982仟元，109年度稅後虧損雖較108年度減少，但由於因應退休潮及發展新事業之故，大量招考新進人員，以致於薪資平均數較前一年度減少
鋼鐵工業,2211,長榮鋼,416284,508,819,,822,,2.65,915,0.49,,V,,配合公司業務型態人力需求，聘僱外籍人士比例較高，致影響員工平均薪資。
汽車工業,2227,裕日車,433431,380,"1,141","1,295","1,078","1,216",21.8,737,5.25,,,,
汽車工業,2228,劍麟,241158,390,618,564,541,479,1.3,737,5.25,,,,
汽車工業,2231,為升,231801,414,560,579,491,491,2.03,737,5.25,,,,
汽車工業,2233,宇隆,149362,254,588,565,473,703,6.23,737,5.25,,V,,本公司人力結構中所屬直接員工數佔總人數之六成，其中外籍員工數佔直接員工數約四成，因此影響整體薪資平均水準。
汽車工業,2241,艾姆勒,177021,308,575,,534,,0.08,737,5.25,,,,
汽車工業,2247,汎德永業,1317506,1421,927,,734,,14.5,737,5.25,,,,
電腦及週邊設備業,2301,光寶科,4640887,3373,"1,376","1,305","1,169","1,067",4.31,1205,4.57,,,,
半導體業,2302,麗正,39105,65,602,519,523,382,0.64,1412,9.78,,,,
半導體業,2303,聯電,17701987,12926,"1,369","1,099","1,071",971,2.42,1412,9.78,,,,
電腦及週邊設備業,2305,全友,63809,89,717,662,676,620,0.08,1205,4.57,,,,
電子零組件業,2308,台達電,13967664,9749,"1,433","1,397","1,215","1,153",9.81,851,5.15,,,,
其他電子業,2312,金寶,591718,526,"1,125","1,063",965,906,0.11,1179,6.63,,,,
電子零組件業,2313,華通,3328306,4130,806,683,702,608,3.91,851,5.15,,,,
通信網路業,2314,台揚,365094,435,839,964,693,847,-0.42,1125,2.21,,,,
電子零組件業,2316,楠梓電,718676,1411,509,507,475,471,2.14,851,5.15,,,,
其他電子業,2317,鴻海,8620062,3567,"2,417","2,402","1,662","1,538",7.34,1179,6.63,,,,
通信網路業,2321,東訊,119640,153,782,791,649,625,-0.9,1125,2.21,,,,
光電業,2323,中環,623977,974,641,528,550,485,0.1,889,1.04,,,,
電腦及週邊設備業,2324,仁寶,9625099,7991,"1,204","1,245","1,026","1,079",2.15,1205,4.57,,,V,本公司2020年作業員及基層職員人數較前一年度增加6%(約900人)，以致非擔任主管職務之全時員工（年度）薪資平均數較前一年度減少。
電子零組件業,2327,國巨,2352945,3305,712,618,554,502,27.58,851,5.15,,V,,"因台灣區基層員工人數相對於全體員工比重較高(超過50%)。公司依員工職責考核個人績效表現及貢獻度給予相對應的薪酬,公司營收獲利因市場因素成長,已部份反應在109年薪資成長上,後續會參考同業薪資水平做合理調整"
電子零組件業,2328,廣宇,42644,32,"1,333","1,388","1,229","1,420",1.28,851,5.15,,,,
半導體業,2329,華泰,2459781,5044,488,522,424,457,-0.48,1412,9.78,V,,,"公司整體薪獎制度，依據公司營運目標與同仁所任職務、績效表現而訂定，109年度公司獲利受疫情影響，亦影響獎金發放額度。
但本公司110年已規畫實施各項員工薪獎調升之措施，預期員工薪酬福利將可獲得提升與改善。"
半導體業,2330,台積電,112486338,47314,"2,377","1,981","1,819","1,596",19.97,1412,9.78,,,,
電腦及週邊設備業,2331,精英,764159,793,964,953,755,763,0.11,1205,4.57,,,,
通信網路業,2332,友訊,734891,686,"1,071","1,057",980,953,1.9,1125,2.21,,,,
半導體業,2337,旺宏,5220151,3666,"1,424","1,264","1,093",985,2.9,1412,9.78,,,,
半導體業,2338,光罩,211723,216,980,922,853,796,3.34,1412,9.78,,,,
半導體業,2340,台亞,903696,1195,756,699,648,592,1.52,1412,9.78,,,,"1.人力結構分佈直接員工佔總人數近6成(外籍佔直接3成)，故拉低總體平均薪資。
2.當年度在職月數未達12個月者，在本次申報約占2.5成，故影響總體平均薪資。
排除上述因素，薪資平均數仍維持在平均水準之上。"
半導體業,2342,茂矽,432736,571,758,702,671,617,1.42,1412,9.78,,,,
半導體業,2344,華邦電,4022013,2826,"1,423","1,351","1,225","1,193",0.33,1412,9.78,,,,
通信網路業,2345,智邦,2581063,2506,"1,030","1,079",665,687,9.07,1125,2.21,,V,V,相較於2019年，公司人數成長30%，新進人員以技術員為大宗，佔比約 60%，導致2020年薪資平均數較2019年微幅下降 4.8%。
電子通路業,2347,聯強,774133,750,"1,032",999,862,817,4.89,981,4.13,,,,
其他,2348,海悅,245109,181,"1,354","1,299","1,057",979,15.1,855,3.23,,,,
光電業,2349,錸德,445082,729,611,593,499,500,-1.29,889,1.04,,,,
半導體業,2351,順德,804218,1340,600,597,549,517,1.92,1412,9.78,,,,
電腦及週邊設備業,2352,佳世達,2483371,1646,"1,509","1,442","1,238","1,210",2.54,1205,4.57,,,,
電腦及週邊設備業,2353,宏碁,2558965,1539,"1,663","1,362","1,296","1,122",2.01,1205,4.57,,,,
其他電子業,2354,鴻準,625258,162,"3,860","3,053","3,116","2,388",3.34,1179,6.63,,,,
電子零組件業,2355,敬鵬,1948564,3258,598,621,533,560,0.12,851,5.15,,,,
電腦及週邊設備業,2356,英業達,5303891,5323,996,"1,090",809,920,2.1,1205,4.57,,,V,EPS較前一年度成長，主要是海外子公司出售廠房獲利增加；另台灣的產線人員較前一年度增加1.3倍，造成非擔任主管職務之全時員工薪資平均數較前一年度減少。
電腦及週邊設備業,2357,華碩,9216138,5716,"1,612","1,481","1,243","1,173",35.76,1205,4.57,,,,
其他電子業,2359,所羅門,194217,227,856,861,791,782,0.12,1179,6.63,,,,
其他電子業,2360,致茂,1761412,1654,"1,065",989,923,855,5.56,1179,6.63,,,,
電腦及週邊設備業,2362,藍天,531236,468,"1,135","1,130","1,007","1,016",1.12,1205,4.57,,,,
半導體業,2363,矽統,211021,172,"1,227","1,224","1,105","1,115",-0.47,1412,9.78,,,,
電腦及週邊設備業,2364,倫飛,94539,141,670,726,616,656,0.11,1205,4.57,,,V,"1.因公司持續虧損多年，108年為提振員工留任及獎勵在職員工，故發放獎金金額較109年為高。
2.109年在尚未彌補完以往年度虧損情況下，薪資福利措施較為保守，但非擔任主管職務之員工月薪並無減少之情形。"
電腦及週邊設備業,2365,昆盈,47536,51,932,876,801,777,0.64,1205,4.57,,,,
電子零組件業,2367,燿華,2660120,4754,560,665,513,585,-2.32,851,5.15,,,,
電子零組件業,2368,金像電,1504143,2202,683,554,574,493,3.82,851,5.15,,,,
半導體業,2369,菱生,1129963,2078,544,515,483,445,-0.44,1412,9.78,,,,
電機機械,2371,大同,1827129,2701,676,646,596,567,-0.46,713,1.57,,,,
其他電子業,2373,震旦行,682860,972,703,697,633,628,6.4,1179,6.63,,,,
光電業,2374,佳能,502752,481,"1,045","1,042","1,027",990,-1.63,889,1.04,,,,
電子零組件業,2375,凱美,24186,34,711,687,698,678,3.42,851,5.15,,,,
電腦及週邊設備業,2376,技嘉,2839656,2485,"1,143","1,015",859,766,6.88,1205,4.57,,V,,"公司章程規定年度獲利應提撥3%-10%員工酬勞，本公司業依章程於109年度提撥10%員工酬勞。
台灣為本公司主要製造生產中心僱用本勞比例高，相較同業本公司基層產線人員比率較高。
綜上，未與同業產生重大差異。"
電腦及週邊設備業,2377,微星,3747332,2651,"1,414","1,320","1,215","1,105",9.42,1205,4.57,,,,
半導體業,2379,瑞昱,9401166,3984,"2,360","2,100","1,946","1,819",17.24,1412,9.78,,,,
電腦及週邊設備業,2380,虹光,311191,369,843,821,744,716,-2.36,1205,4.57,,,,
電腦及週邊設備業,2382,廣達,10837732,8295,"1,307","1,345","1,112","1,151",6.57,1205,4.57,,,V,"主因109年於華亞園區內持續擴充製造產能並擴編生產線人員編制,使直接人工佔全體員工比例較去年同期提高約5%;而直接人工平均薪資較間接人員為低,故使109年度全時員工薪資平均數較去年同期減少。"
電子零組件業,2383,台光電,682246,826,826,783,687,684,11.33,851,5.15,,V,,公司投入成本推行精實化生產及自動化生產，減少加班需求，故員工加班時數較低。
電子零組件業,2385,群光,1382776,790,"1,750","1,741","1,516","1,485",7.8,851,5.15,,,,
電腦及週邊設備業,2387,精元,190674,270,706,672,640,610,6.39,1205,4.57,,V,,"公司業務成長,產品設計,生產測試,檢驗量測及出貨安排等工作增加,需要多聘用基層工程師及事務人員,因新進基層人力聘用增加,致使非擔任主管職務之全時員工薪資平均數較前一年度減少。"
半導體業,2388,威盛,586430,393,"1,492","1,452","1,325","1,297",9.57,1412,9.78,,,,
其他電子業,2390,云辰,48843,64,763,758,708,720,0.91,1179,6.63,,,,
電子零組件業,2392,正崴,844419,704,"1,199","1,019","1,041",915,4.06,851,5.15,,,,
光電業,2393,億光,1061350,1397,760,725,596,572,2.79,889,1.04,,V,,億光公司以產業特性兼顧外部競爭、內部公平為前提，提供多元並具競爭力的薪酬制度，秉持員工利潤共享的理念，留任、培育與激勵優秀人才。配合營運績效表現，億光公司整體薪酬在同業以維持在一定的水準而努力。
電腦及週邊設備業,2395,研華,3049248,2979,"1,024","1,002",857,855,9.4,1205,4.57,,V,,"公司秉持經營績效與員工薪酬緊密連結，薪酬結構除本薪,另有績效獎金、員工分紅及員工認股權憑證。在人力結構上，有41%員工服務於營運製造體系，員工結構相較同業有所不同。"
電腦及週邊設備業,2397,友通,459745,624,737,792,589,644,3.54,1205,4.57,,,,公司人力結構，兩成人力為外籍勞工，直接勞工佔三成。故平均薪資數呈現上表現較低於同業。惟公司仍致力於全體員工其它福利，包括多元活動舉辦、員工關懷等，未來仍持續以提升全體員工之薪酬及員工福利為首要目標。
電腦及週邊設備業,2399,映泰,113431,131,866,733,718,630,0.8,1205,4.57,,,,
半導體業,2401,凌陽,422651,301,"1,404","1,398","1,231","1,249",0.55,1412,9.78,,,,NA
電子零組件業,2402,毅嘉,86325,129,669,671,562,584,0.4,851,5.15,,,,
其他電子業,2404,漢唐,1164338,750,"1,552","1,436","1,345","1,229",21.16,1179,6.63,,,,
電腦及週邊設備業,2405,輔信,198349,231,859,866,734,735,0.17,1205,4.57,,,V,本公司本年度獲利主要來自於營業外收入，然本公司薪酬政策會衡量市場薪資水準及本業經營績效，對員工薪資做出適當調整，並依個人績效表現，發放績效獎金及員工酬勞。
光電業,2406,國碩,85880,135,636,704,588,632,-2.17,889,1.04,,,,
半導體業,2408,南亞科,4674936,3310,"1,412","1,400","1,166","1,163",2.51,1412,9.78,,,,
光電業,2409,友達,19854479,20432,972,913,783,730,0.36,889,1.04,,,,
通信網路業,2412,中華電,31210260,20957,"1,489","1,483","1,467","1,466",4.31,1125,2.21,,,,
電子零組件業,2413,環科,323772,623,520,515,467,441,-0.1,851,5.15,,,,
電子通路業,2414,精技,286857,350,820,780,739,689,2.25,981,4.13,,,,
電子零組件業,2415,錩新,20029,20,"1,001",970,900,847,0.66,851,5.15,,,,
電腦及週邊設備業,2417,圓剛,218762,173,"1,265","1,018","1,081",969,6.41,1205,4.57,,,,
通信網路業,2419,仲琦,261770,211,"1,241","1,117","1,020",958,0.87,1125,2.21,,,,
電子零組件業,2420,新巨,317219,543,584,584,492,452,2.9,851,5.15,,,,
電子零組件業,2421,建準,477281,488,978,918,810,767,3.39,851,5.15,,,,
其他電子業,2423,固緯,331645,372,892,922,818,829,1.37,1179,6.63,,,,
通信網路業,2424,隴華,9508,14,679,805,611,660,-7.73,1125,2.21,,,,
電腦及週邊設備業,2425,承啟,9741,15,649,658,680,720,1.51,1205,4.57,,,V,"說明:1.本公司薪資及獎金制度結構兩年度均
        未有變動 
     2.109年EPS較前一年度成長，非經理人
       之全時員工薪資'平均數較前一年減少
       主係109年AI部門人員新進及離職變動
       之影響"
光電業,2426,鼎元,379475,653,581,490,524,428,1.02,889,1.04,,,,
資訊服務業,2427,三商電,457367,645,709,702,662,646,0.63,917,3.21,,,,
電子零組件業,2428,興勤,310898,400,777,684,630,557,10.81,851,5.15,,V,,本公司直接人員約佔員工人數65%；間接人員含技術、研發、管理約佔員工人數35%。本公司屬勞力密集產業，員工薪酬及公司經營績效配置應屬合理。
光電業,2429,銘旺科,31337,67,468,443,358,366,-1.63,889,1.04,V,,,"109年度在經營團隊努力下, 公司虧損情況已較前一年度有所改善,唯仍處虧損狀態,無執行全面性調薪, 非主管職平均薪資雖未達50萬,已較108年度又再提升了5.6%, 管理階層將持續朝增進薪酬福利目標邁進."
電子通路業,2430,燦坤,1241114,1949,637,573,581,529,1.85,981,4.13,,,,
電子零組件業,2431,聯昌,47555,56,849,798,711,712,0.42,851,5.15,,,,
其他電子業,2433,互盛電,277229,396,700,688,637,637,3.93,1179,6.63,,,,
半導體業,2434,統懋,21911,32,685,556,560,490,-0.33,1412,9.78,,,,
半導體業,2436,偉詮電,341443,286,"1,194","1,182","1,101","1,111",1.94,1412,9.78,,,,
光電業,2438,翔耀,11688,22,531,555,445,544,0.07,889,1.04,,,V,109年非擔任主管職務薪資就108年減少，是因108年較多職級高及資深的員工，109年則是新進員工較多。
通信網路業,2439,美律,580859,632,919,"1,010",714,776,6.39,1125,2.21,,V,,通信網路業產業型態不盡相同，服務客戶、產品、技術亦差異甚大，實際營運和品牌經營與否各異；經試算，本公司平均薪資佔整體獲利比例和同業相較，差異不大。
電子零組件業,2440,太空梭,14147,17,832,748,758,690,1.58,851,5.15,,,,
半導體業,2441,超豐,2968277,3646,814,735,690,614,4.68,1412,9.78,,,,
建材營造,2442,新美齊,52206,53,985,988,815,780,0.6,842,1.82,,,,
通信網路業,2444,兆勁,201807,439,460,442,403,360,-0.93,1125,2.21,V,,,"公司為以生產為主之網通製造業,依據營運人力需求多數為生產線之基層人員,因此薪資普遍不高,本司巳於109年調整員工薪資,均數為3%,薪資結構調整無法於一年內大幅增加。"
半導體業,2449,京元電子,4983970,6911,721,706,602,593,2.97,1412,9.78,,,,
通信網路業,2450,神腦,1201479,2129,564,572,523,538,1.69,1125,2.21,,,V,本公司109年EPS較前一年增加，係因管控費用得宜，然109年營收與毛利仍較前一年度下滑，本公司員工薪酬之部分為變動獎金，其與營收、毛利達成相關，因此變動獎金受營收與毛利下滑以至整體平均薪資較前一年度些微降低
半導體業,2451,創見,758497,1046,725,717,608,581,2.79,1412,9.78,,,,
資訊服務業,2453,凌群,839679,967,868,833,778,747,1.7,917,3.21,,,,
半導體業,2454,聯發科,27002965,8741,"3,089","2,647","2,641","2,339",26.01,1412,9.78,,,,
通信網路業,2455,全新,216941,230,943,891,654,644,2.88,1125,2.21,,V,,本公司屬製造業，109年直接人力佔全公司63.14%且滿半年未滿一年佔14.77％，109年EPS$2.88比108年EPS$2.79成長，109年員工薪資平均數$943(仟元/人)亦比108年員工薪資平均數$891(仟元/人)增加，尚屬合理。
電子零組件業,2457,飛宏,411038,481,855,853,744,737,-0.46,851,5.15,,,,本公司依據員工職能符合程度，及遵循勞動法令規範核定薪資，並考量內部公平及外部平衡給薪，每年依前一年度營運狀況、成長率、當年度物價指數、員工績效表現辦理獎酬之分配，以獎勵員工的貢獻，並激勵員工繼續努力。
半導體業,2458,義隆,1742761,1014,"1,719","1,688","1,493","1,594",11.14,1412,9.78,,,,
其他電子業,2459,敦吉,56972,60,950,928,906,862,4.25,1179,6.63,,,,
電子零組件業,2460,建通,67642,129,524,512,486,461,-0.25,851,5.15,,,,
其他電子業,2461,光群雷,79395,118,673,629,570,545,0.96,1179,6.63,,,,
電子零組件業,2462,良得電,45991,45,"1,022",850,874,777,0.87,851,5.15,,,,
其他電子業,2464,盟立,1056998,1046,"1,011","1,076",856,907,2.63,1179,6.63,,,,
電腦及週邊設備業,2465,麗臺,223344,279,801,794,647,663,0.5,1205,4.57,,,,
光電業,2466,冠西電,59579,110,542,610,370,442,0.04,889,1.04,,,,
電子零組件業,2467,志聖,310711,316,983,960,846,840,2.94,851,5.15,,,,
資訊服務業,2468,華經,206554,303,682,671,605,594,0.55,917,3.21,,,,
資訊服務業,2471,資通,290384,260,"1,117","1,086","1,025",984,2.07,917,3.21,,,,
電子零組件業,2472,立隆電,81242,85,956,828,763,740,5.13,851,5.15,,,,
